gen		id		dom		parent_id		variation_type		fitness		parent_fitness		age		parent_age		num_voxels		parent_num_voxels		energy		parent_energy		material_different_from_parent		mean_material		mean_parent_material		mean_parent_diff_material
160		2328		0		2318		survived		6.56923		6.32285		16		1		216		216		216		216		
160		2362		0		1869		survived		6.43361		6.42466		136		123		216		216		172		172		
160		2307		0		1869		survived		6.35597		6.42466		136		120		216		216		169		172		
160		2086		0		1908		survived		6.29096		6.07821		136		106		216		216		158		158		
160		2235		0		2086		survived		5.8955		6.29096		136		115		216		216		148		158		
160		2429		0		2404		survived		5.85035		5.3785		136		127		216		216		137		137		
160		2571		0		2437		add_node		5.00701		3.49059		136		136		216		216		136		102		
160		2553		0		2539		survived		4.09934		4.07313		136		135		216		216		123		122		
160		2539		0		2437		survived		4.07313		3.49059		136		134		216		216		122		102		
160		2550		0		2517		survived		3.60278		3.55763		136		135		216		216		106		103		
160		2437		0		2421		survived		3.49059		3.38494		136		128		216		216		102		96		
160		2551		0		2514		survived		3.45405		3.44532		5		4		66		66		40		49		
160		2572		0		2532		mutate_function(absolute-to-square)		3.38968		1.37075		5		5		66		66		39		29		
160		2547		0		2534		survived		3.2306		2.67259		5		4		66		66		38		36		
160		2548		0		2526		survived		2.76171		0.188597		3		2		141		153		141		153		
160		2532		0		2494		survived		1.37075		2.67259		5		3		66		66		29		38		
160		2552		0		2542		survived		0.102744		4.75006e-05		2		1		216		216		32		32		
160		2562		0		2552		add_node		0.0913234		0.102744		2		2		216		216		26		32		
160		2567		0		2548		mutate_function(square-to-sqrt_abs)		0.0894398		2.76171		3		3		112		141		112		141		
160		2574		0		-1		newly_generated		0.0265777		-10000000.0		0		10000000.0		10000000.0		10000000.0		10000000.0		10000000.0		
160		2569		1		2235		add_link		5.7672		5.8955		136		136		216		216		138		148		
160		2568		1		2539		add_link		4.09451		4.07313		136		136		216		216		124		122		
160		2573		3		2307		mutate_function(square-to-neg_square)		4.48055		6.35597		136		136		216		216		144		169		
160		2565		3		2086		mutate_function(square-to-neg_square)		4.46312		6.29096		136		136		216		216		142		158		
160		2561		3		2547		mutate_function(absolute-to-neg_sqrt_abs)		2.79126		3.2306		5		5		66		66		54		38		
160		2559		3		2551		mutate_weight(0.3991511205733157)		2.78793		3.45405		5		5		66		66		52		40		
160		2560		5		2362		mutate_function(sin-to-sqrt_abs)		5.85035		6.43361		136		136		216		216		172		172		
160		2564		5		2550		mutate_weight(-0.4670654273144067)		3.0107		3.60278		136		136		216		216		106		106		
160		2566		8		2429		mutate_weight(0.2558392355351721)		5.62364		5.85035		136		136		216		216		216		137		
160		2570		10		2553		remove_link		2.21768		4.09934		136		136		216		216		123		123		
160		2563		11		2328		remove_node		0.0242765		6.56923		16		16		216		216		216		216		
